image,sample,n_vessel,n_pair,um_per_px,scale_method,status,error,review_png
37 (8).tif,37,2,1,0.217391,green_bar,ok,,37_(08)_左原图_右自动.png
38 (1).tif,38,8,1,0.217391,green_bar,ok,,38_(01)_左原图_右自动.png
38 (2).tif,38,3,0,0.217391,green_bar,ok,,38_(02)_左原图_右自动.png
38 (3).tif,38,7,1,0.217391,green_bar,ok,,38_(03)_左原图_右自动.png
38 (4).tif,38,6,0,0.217391,green_bar,ok,,38_(04)_左原图_右自动.png
38 (5).tif,38,6,0,0.217391,green_bar,ok,,38_(05)_左原图_右自动.png
38 (6).tif,38,8,1,0.217391,green_bar,ok,,38_(06)_左原图_右自动.png
38 (7).tif,38,6,0,0.217391,green_bar,ok,,38_(07)_左原图_右自动.png
38 (8).tif,38,6,0,0.217391,green_bar,ok,,38_(08)_左原图_右自动.png
39 (1).tif,39,6,0,0.217391,green_bar,ok,,39_(01)_左原图_右自动.png
39 (2).tif,39,7,1,0.217391,green_bar,ok,,39_(02)_左原图_右自动.png
39 (3).tif,39,2,0,0.217391,green_bar,ok,,39_(03)_左原图_右自动.png
39 (4).tif,39,8,1,0.217391,green_bar,ok,,39_(04)_左原图_右自动.png
39 (5).tif,39,6,0,0.217391,green_bar,ok,,39_(05)_左原图_右自动.png
39 (6).tif,39,3,0,0.217391,green_bar,ok,,39_(06)_左原图_右自动.png
39 (7).tif,39,7,1,0.217391,green_bar,ok,,39_(07)_左原图_右自动.png
39 (8).tif,39,6,0,0.217391,green_bar,ok,,39_(08)_左原图_右自动.png
40 (1).tif,40,3,1,0.217391,green_bar,ok,,40_(01)_左原图_右自动.png
40 (2).tif,40,6,0,0.217391,green_bar,ok,,40_(02)_左原图_右自动.png
40 (3).tif,40,8,1,0.217391,green_bar,ok,,40_(03)_左原图_右自动.png
40 (4).tif,40,6,1,0.217391,green_bar,ok,,40_(04)_左原图_右自动.png
40 (5).tif,40,4,1,0.217391,green_bar,ok,,40_(05)_左原图_右自动.png
40 (6).tif,40,5,1,0.217391,green_bar,ok,,40_(06)_左原图_右自动.png
40 (7).tif,40,5,1,0.217391,green_bar,ok,,40_(07)_左原图_右自动.png
40 (8).tif,40,5,1,0.217391,green_bar,ok,,40_(08)_左原图_右自动.png
40 (9).tif,40,2,1,0.217391,green_bar,ok,,40_(09)_左原图_右自动.png
